Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	ResEffect	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval
Tuyệt Đỉnh Trục Nhật	Ngựa Hoán Đổi Mốc 100tr	1	1	12	105	4	\image\item\equip\horse\trucnhat_s.spr	\image\item\equip\horse\trucnhat.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	24	24		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Ức Vân	Ngựa Hoán Đổi Mốc 100tr	1	1	12	106	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	26	26		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tự Quỳ	Ngựa Hoán Đổi Mốc 100tr	1	1	12	107	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	44	44		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Viêm Long Tử	Ngựa Hoán Đổi Mốc 100tr	1	1	12	108	4	\image\item\equip\horse\heianzhiwen_s.spr	\image\item\equip\horse\heianzhiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	55	55		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Tuyết Vũ	Ngựa Hoán Đổi Mốc 100tr	1	1	12	109	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	40	40		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hỏa Kỳ Lân	Ngựa Hoán Đổi Mốc 100tr	1	1	12	110	4	\image\item\equip\horse\luocaichiwen_s.spr	\image\item\equip\horse\luocaichiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	58	58		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hắc Kỳ Lân	Ngựa Hoán Đổi Mốc 100tr	1	1	12	111	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	29	29		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lam Kỳ Lân	Ngựa Hoán Đổi Mốc 100tr	1	1	12	112	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	28	28		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Mạch Thượng Phi Sương	Ngựa Hoán Đổi Mốc 100tr	1	1	12	113	4	\image\item\equip\horse\vipyang02_s.spr	\image\item\equip\horse\vipyang02.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	46	46		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyết Vũ Thiên Hương	Ngựa Hoán Đổi Mốc 100tr	1	1	12	114	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.100tr Tích Lũy		0	1	144000000			2		horse	47	47		damage_all_resist	180	180					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Phiên Vũ	Ngựa Hoán Đổi Mốc 125tr	1	1	12	115	4	\image\item\equip\horse\phienvu_s.spr	\image\item\equip\horse\phienvu.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	12	12		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Ngọc Tiêu Dao	Ngựa Hoán Đổi Mốc 125tr	1	1	12	116	4	\image\item\equip\horse\yuxiaoyao_s.spr	\image\item\equip\horse\yuxiaoyao.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	45	45		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lăng Thiên	Ngựa Hoán Đổi Mốc 125tr	1	1	12	117	4	\image\item\equip\horse\langthien_s.spr	\image\item\equip\horse\langthien.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	23	23		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Kỵ Sĩ Bóng Đêm	Ngựa Hoán Đổi Mốc 125tr	1	1	12	118	4	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	56	56		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Trục Nhật	Ngựa Hoán Đổi Mốc 125tr	1	1	12	119	4	\image\item\equip\horse\trucnhat_s.spr	\image\item\equip\horse\trucnhat.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	24	24		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Ức Vân	Ngựa Hoán Đổi Mốc 125tr	1	1	12	120	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	26	26		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tự Quỳ	Ngựa Hoán Đổi Mốc 125tr	1	1	12	121	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	44	44		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Viêm Long Tử	Ngựa Hoán Đổi Mốc 125tr	1	1	12	122	4	\image\item\equip\horse\heianzhiwen_s.spr	\image\item\equip\horse\heianzhiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	55	55		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Tuyết Vũ	Ngựa Hoán Đổi Mốc 125tr	1	1	12	123	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	40	40		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hỏa Kỳ Lân	Ngựa Hoán Đổi Mốc 125tr	1	1	12	124	4	\image\item\equip\horse\luocaichiwen_s.spr	\image\item\equip\horse\luocaichiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	58	58		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hắc Kỳ Lân	Ngựa Hoán Đổi Mốc 125tr	1	1	12	125	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	29	29		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lam Kỳ Lân	Ngựa Hoán Đổi Mốc 125tr	1	1	12	126	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	28	28		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Mạch Thượng Phi Sương	Ngựa Hoán Đổi Mốc 125tr	1	1	12	127	4	\image\item\equip\horse\vipyang02_s.spr	\image\item\equip\horse\vipyang02.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	46	46		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyết Vũ Thiên Hương	Ngựa Hoán Đổi Mốc 125tr	1	1	12	128	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.125tr Tích Lũy		0	1	432000000			2		horse	47	47		damage_all_resist	200	200					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Phiên Vũ	Ngựa Hoán Đổi Mốc 150tr	1	1	12	129	4	\image\item\equip\horse\phienvu_s.spr	\image\item\equip\horse\phienvu.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	12	12		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Ngọc Tiêu Dao	Ngựa Hoán Đổi Mốc 150tr	1	1	12	130	4	\image\item\equip\horse\yuxiaoyao_s.spr	\image\item\equip\horse\yuxiaoyao.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	45	45		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lăng Thiên	Ngựa Hoán Đổi Mốc 150tr	1	1	12	131	4	\image\item\equip\horse\langthien_s.spr	\image\item\equip\horse\langthien.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	23	23		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Kỵ Sĩ Bóng Đêm	Ngựa Hoán Đổi Mốc 150tr	1	1	12	132	4	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	56	56		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Trục Nhật	Ngựa Hoán Đổi Mốc 150tr	1	1	12	133	4	\image\item\equip\horse\trucnhat_s.spr	\image\item\equip\horse\trucnhat.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	24	24		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Ức Vân	Ngựa Hoán Đổi Mốc 150tr	1	1	12	134	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	26	26		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tự Quỳ	Ngựa Hoán Đổi Mốc 150tr	1	1	12	135	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	44	44		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Viêm Long Tử	Ngựa Hoán Đổi Mốc 150tr	1	1	12	136	4	\image\item\equip\horse\heianzhiwen_s.spr	\image\item\equip\horse\heianzhiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	55	55		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Đỉnh Tuyết Vũ	Ngựa Hoán Đổi Mốc 150tr	1	1	12	137	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	40	40		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hỏa Kỳ Lân	Ngựa Hoán Đổi Mốc 150tr	1	1	12	138	4	\image\item\equip\horse\luocaichiwen_s.spr	\image\item\equip\horse\luocaichiwen.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	58	58		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hắc Kỳ Lân	Ngựa Hoán Đổi Mốc 150tr	1	1	12	139	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	29	29		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lam Kỳ Lân	Ngựa Hoán Đổi Mốc 150tr	1	1	12	140	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thần Thú Tuyệt Mã - Phần thưởng cao quý dành cho quý nhân sĩ là nhà tài trợ cho hệ thống.150tr Tích Lũy		0	1	432000000			2		horse	28	28		damage_all_resist	220	220					expenhance_p	100	100					allskill_v	1	1	1	1																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	100	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
