ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
54	Túi Liên Đấu	10	Huyền Tinh có tì vết (cấp 8)				18	1	1	8	0	0						1	43200	1	
54	Túi Liên Đấu	1	Huyền Tinh vô hạ (cấp 9)				18	1	1	9	0	0						1	43200	1	
54	Túi Liên Đấu		hoàng kim phúc túi 				18	1	80	1	0	0						1			
54	Túi Liên Đấu		hoàng kim phúc túi 				18	1	80	1	0	0						1			
55	Quà Tết [Tặng]	668	Huyền Tinh thường (cấp 7)				18	1	114	7	0	0							43200		
55	Quà Tết [Tặng]	30	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0	0							43200		
55	Quà Tết [Tặng]	2	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0	0							43200	1	
55	Quà Tết [Tặng]	300	99999 Bạc Khóa 	99999																	
57	Rương hoa đăng	300	29999 Bạc Khóa 	29999																	
57	Rương hoa đăng	215	đồng bạn Điểm Kinh nghiệm thư （không Khóa）				18	1	543	1	0										
57	Rương hoa đăng	300	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0	0							43200		
57	Rương hoa đăng	100	Huyền Tinh thường (cấp 7)				18	1	114	7	0	0							43200		
57	Rương hoa đăng	10	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0	0							43200		
57	Rương hoa đăng	1	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0	0							43200	1	
57	Rương hoa đăng	10	tân niên mặt nạ （nam ）（không Khóa）				1	13	33	1	0								43200		
57	Rương hoa đăng	10	tân niên mặt nạ （nữ ）（không Khóa）				1	13	34	1	0								43200		
57	Rương hoa đăng	50	tân niên lễ vật 				18	1	551	1	0							1	43200		
57	Rương hoa đăng	1	đồng bạn đặc thù tài liệu （không Khóa）				18	1	556	1	0									1	
57	Rương hoa đăng	3	đồng bạn phổ thông Tẩy tủy kinh 				18	1	562	1	0								43200		
57	Rương hoa đăng		15phút tiêu chuẩn cơ bản Điểm Kinh nghiệm 												15						
58	Rương thu thập tranh Tết	859	Huyền Tinh thường (cấp 7)				18	1	114	7	0	0							43200		
58	Rương thu thập tranh Tết	100	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0	0							43200		
58	Rương thu thập tranh Tết	10	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0	0							43200	1	
58	Rương thu thập tranh Tết	1	10cấp huyền tinh 				18	1	114	10	0	0							43200	1	
58	Rương thu thập tranh Tết	30	nguyệt hoa quế （không Khóa）				18	1	462	1	0										
59	Rương hoa đăng	2000	29999 Bạc Khóa 	29999																	
59	Rương hoa đăng	3967	Huyền Tinh cấp 5）				18	1	114	5	0	0							43200		
59	Rương hoa đăng	3000	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0	0							43200		
59	Rương hoa đăng	300	Huyền Tinh thường (cấp 7)				18	1	114	7	0	0							43200		
59	Rương hoa đăng	30	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0	0							43200		
59	Rương hoa đăng	3	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0	0							43200	1	
59	Rương hoa đăng		15phút tiêu chuẩn cơ bản Điểm Kinh nghiệm 												15						
70	Rương liên đấu liên server	5000	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0							1			
70	Rương liên đấu liên server	3200	Huyền Tinh thường (cấp 7)				18	1	114	7	0							1			
70	Rương liên đấu liên server	500	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0							1			
70	Rương liên đấu liên server	100	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0							1		1	
70	Rương liên đấu liên server	1000	999buộc Kim 			999															
70	Rương liên đấu liên server	200	9999buộc Kim 			9999														1	
71	Rương Vàng Tiên Hồn	1400	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0										
71	Rương Vàng Tiên Hồn	5500	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
71	Rương Vàng Tiên Hồn	500	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
71	Rương Vàng Tiên Hồn	50	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
71	Rương Vàng Tiên Hồn	1000	tổ tiên chi hồn 				18	1	634	1											
71	Rương Vàng Tiên Hồn	2000	ngọc Như Ý 				18	1	475	1											
72	Rương Bạc Tiên Hồn	4080	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0										
72	Rương Bạc Tiên Hồn	4300	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
72	Rương Bạc Tiên Hồn	200	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
72	Rương Bạc Tiên Hồn	20	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
72	Rương Bạc Tiên Hồn	1000	tổ tiên chi hồn 				18	1	634	1											
72	Rương Bạc Tiên Hồn	400	ngọc Như Ý 				18	1	475	1											
73	Rương Đồng Tiên Hồn	7190	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0										
73	Rương Đồng Tiên Hồn	2000	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
73	Rương Đồng Tiên Hồn	100	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
73	Rương Đồng Tiên Hồn	10	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
73	Rương Đồng Tiên Hồn	300	tổ tiên chi hồn 				18	1	634	1											
73	Rương Đồng Tiên Hồn	200	ngọc Như Ý 				18	1	475	1											
74	Chiến công lễ bao 		10000000Điểm Kinh nghiệm 											10000000							
87	Rương Đồng Hành	3000	50 Vạn Bạc Khóa	100000																0	0
87	Rương Đồng Hành	874	Thiệp lụa (cấp 1)				18	1	541	1	0							1		0	0
87	Rương Đồng Hành	300	Thiệp bạc (cấp 2)				18	1	541	2	0							1		0	0
87	Rương Đồng Hành	500	Sách kinh nghiệm đồng hành				18	1	543	1	0							0		0	0
87	Rương Đồng Hành	100	Sách kinh nghiệm đồng hành (Truyền thuyết)				18	1	543	2	0							0		1	1
400	Rương Tiền Cổ Long	2000	cổ long tiền tệ				18	10	11	2	0		200								
400	Rương Tiền Cổ Long	2000	cổ long tiền tệ				18	10	11	2	0		250								
401	Rương Vì Quốc Lập Công	300	Hòa Thị Ngọc				18	1	377	1	0	0									
401	Rương Vì Quốc Lập Công	2900	Rương cu te				18	1	324	1	0	0	3								
401	Rương Vì Quốc Lập Công	3000	vỏ sò vàng				18	1	338	1	0	0	3								
401	Rương Vì Quốc Lập Công	4000	huyền tinh 9				18	1	114	9	0	0	2								
401	Rương Vì Quốc Lập Công	50	bí kíp đồng hành đặt biệt				18	1	554	4	0	0									
402	Rương Lâu Lan	2000	Hòa Thị Ngọc				18	1	377	1	0	0									
402	Rương Lâu Lan	300	bí kíp đồng hành đặt biệt				18	1	554	4	0	0									
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	1	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	2	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	3	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	4	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	5	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	6	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	7	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	8	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	9	0							1		1	1
88	Bảo Rương Mảnh Ghép	1000					18	1	1876	10	0							1		1	1
